"UNION","MRGID_EEZ","TERRITORY1","MRGID_TER1","ISO_TER1","UN_TER1","SOVEREIGN1","MRGID_SOV1","ISO_SOV1","UN_SOV1","TERRITORY2","MRGID_TER2","ISO_TER2","UN_TER2","SOVEREIGN2","MRGID_SOV2","ISO_SOV2","UN_SOV2","TERRITORY3","MRGID_TER3","ISO_TER3","UN_TER3","SOVEREIGN3","MRGID_SOV3","ISO_SOV3","UN_SOV3","POL_TYPE","Y_1","x_1","AREA_KM2","id","over","prop","sp_country","species","breeding_country"
"Solomon Islands","8314","Solomon Islands","8593","SLB","90","Solomon Islands","8593","SLB","90",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.03053,163.61703,"1633806","158",1.9989517610283e-12,5.56216219213966e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Wallis and Futuna","8454","Wallis and Futuna","8680","WLF","876","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-12.79724,-172.77877,"262926","52",1.85256497642339e-12,5.1548351847388e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Cook Islands","8446","Cook Islands","8672","COK","184","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-15.01948,-161.30309,"1969814","96",1.85126505915947e-12,5.15121811363221e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"American Samoa","8444","American Samoa","8670","ASM","16","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-13.85503,-169.06414,"406038","226",1.54826069946172e-12,4.30809652039411e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Easter Island","21787","Easter Island","15120",NA,NA,"Chile","2165","CHL","152",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.82407,-107.43913,"729932","71",1.53578569844853e-12,4.27338433757145e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Papua New Guinea","8324","Papua New Guinea","2237","PNG","598","Papua New Guinea","2237","PNG","598",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-5.6249,149.83749,"2861676","124",7.88368382424275e-13,2.19366614827306e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Indonesia","8492","Indonesia","2127","IDN","360","Indonesia","2127","IDN","360",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-3.05027,117.74814,"7908337","147",6.98410411137951e-13,1.94335454169733e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Howland and Baker islands","8451","Howland and Baker islands","48684","UMI","581","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",0.7913,-176.72727,"434897","123",6.78039184721273e-13,1.88667079995257e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Nauru","8317","Nauru","8596","NRU","520","Nauru","8596","NRU","520",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.59113,166.12402,"309283","137",5.96485663325371e-13,1.65974490699816e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Joint regime area United States / Russia","48978","United States","2204","USA","840","United States","2204","USA","840","Russia","2240","RUS","643","Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",61.18062,-16.90039,"8521","320",4.80354073936299e-13,1.33660417473722e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Tokelau","8449","Tokelau","8675","TKL","772","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-8.63292,-172.08471,"320756","219",3.98496456515616e-13,1.10883212258838e-05,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Phoenix Group","8450","Phoenix Group","8658","KIR","296","Kiribati","2116","KIR","296",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-3.73182,-172.45394,"745823","21",2.63258464644835e-13,7.32527071116003e-06,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Alaska","8463","Alaska","8684",NA,NA,"United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",60.70916,-130.4678,"5193061","125",2.22818227525575e-13,6.20000514782197e-06,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Jarvis Island","8442","Jarvis Island","8668","UMI","581","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.91398,-160.46838,"323193","178",3.53624755377502e-15,9.83974842671319e-08,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Antarctica","8489","Antarctica","1926","ATA","10","Antarctica","1926","ATA","10",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-77.78128,11.74745,"22143430","150",6.06152711701356e-16,1.68664385075198e-08,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"Line Group","8441","Line Group","8657","KIR","296","Kiribati","2116","KIR","296",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-3.81974,-154.72725,"1641797","203",3.62693155267187e-16,1.00920802337782e-08,"Ardenna carneipes_New Zealand","Ardenna carneipes","New Zealand"
"United States","8456","United States","2204","USA","840","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.45695,-98.38831,"10392557","113",3.36210136098712e-09,0.332945101959838,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Mexico","8429","Mexico","2224","MEX","484","Mexico","2224","MEX","484",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",22.34985,-104.26398,"5138726","50",1.72512361075114e-09,0.170837043504906,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Joint regime area Costa Rica / Ecuador (Galapagos)","48968","Costa Rica","2162","CRI","188","Costa Rica","2162","CRI","188","Galapagos","5660",NA,NA,"Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",3.22641,-88.84132,"17337","307",1.12309464506133e-09,0.111218794724471,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Chile","8465","Chile","2165","CHL","152","Chile","2165","CHL","152",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-40.31881,-74.67069,"3244212","104",6.57248042702953e-10,0.0650865316346054,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Costa Rica","8424","Costa Rica","2162","CRI","188","Costa Rica","2162","CRI","188",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",7.00015,-86.31942,"632868","142",6.46451472502881e-10,0.0640173594770403,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Peru","8432","Peru","2257","PER","604","Peru","2257","PER","604",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.26493,-76.16929,"2146766","223",5.55059940737217e-10,0.0549669592674966,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Panama","8423","Panama","2249","PAN","591","Panama","2249","PAN","591",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",8.32914,-80.30123,"406250","26",4.22035658156905e-10,0.0417937147482319,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Joint regime area Peru / Ecuador","48962","Peru","2257","PER","604","Peru","2257","PER","604","Ecuador","2166","ECU","218","Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",-3.38858,-82.53248,"16097","303",2.91840291082729e-10,0.0289006145376888,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Colombia","8426","Colombia","2175","COL","170","Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.73575,-75.02012,"1855095","91",2.80749931909606e-10,0.0278023487898107,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Ecuador","8431","Ecuador","2166","ECU","218","Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-1.21701,-80.2472,"484248","160",2.48207377078934e-10,0.0245796963255344,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Joint regime area Ecuador / Colombia","48974","Ecuador","2166","ECU","218","Ecuador","2166","ECU","218","Colombia","2175","COL","170","Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",1.46058,-81.43712,"18663","313",2.22352962431227e-10,0.0220193628326545,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Galapagos","8403","Galapagos","5660",NA,NA,"Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-0.04663,-90.83238,"849473","121",1.87102849660279e-10,0.0185285839623907,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Clipperton Island","8401","Clipperton Island","8635",NA,NA,"France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.30869,-109.21728,"435659","233",1.62879621126862e-10,0.0161297849887966,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Islas San Félix and San Ambrosio","22756","Islas San Félix and San Ambrosio","25135","CHL","152","Chile","2165","CHL","152",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.33091,-79.99086,"450968","241",1.27121111880162e-10,0.0125886601895197,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",6.41549024969524e-11,0.00635318756326843,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Guatemala","8430","Guatemala","2097","GTM","320","Guatemala","2097","GTM","320",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",14.11872,-91.23143,"218932","232",1.75400659274683e-11,0.00173697292602998,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.001395681129e-12,0.000495282567717138,"Ardenna creatopus_Chile","Ardenna creatopus","Chile"
"Joint regime area Argentina / Uruguay","48961","Uruguay","2216","URY","858","Uruguay","2216","URY","858","Argentina","2149","ARG","32","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",-36.25493,-55.16096,"41414","302",4.81552839826094e-08,0.459055330521965,"Ardenna gravis_UK","Ardenna gravis","UK"
"Uruguay","8467","Uruguay","2216","URY","858","Uruguay","2216","URY","858",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-34.15741,-54.78948,"320455","59",3.17756250508323e-08,0.30291110037934,"Ardenna gravis_UK","Ardenna gravis","UK"
"Tristan Da Cunha","8382","Tristan da Cunha","8621","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-38.7618,-11.20992,"758353","199",1.13117281328827e-08,0.107832592134444,"Ardenna gravis_UK","Ardenna gravis","UK"
"Argentina","8466","Argentina","2149","ARG","32","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-39.07352,-64.21943,"3851647","207",8.77747614798667e-09,0.0836740411647832,"Ardenna gravis_UK","Ardenna gravis","UK"
"Brazil","8464","Brazil","2143","BRA","76","Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.86316,-49.30546,"11678267","114",1.066092654261e-09,0.01016286220938,"Ardenna gravis_UK","Ardenna gravis","UK"
"South Africa","8396","South Africa","2176","ZAF","710","South Africa","2176","ZAF","710",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-31.16021,24.77862,"2292218","85",5.69784281853097e-10,0.00543164716725071,"Ardenna gravis_UK","Ardenna gravis","UK"
"Anguilla","8412","Anguilla","8643","AIA","660","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",20.01639,-62.54376,"90247","239",3.46484412589681e-10,0.00330297120871523,"Ardenna gravis_UK","Ardenna gravis","UK"
"Madeira","8363","Madeira","4956",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",33.17225,-16.81115,"453616","166",3.43751045552822e-10,0.00327691453113451,"Ardenna gravis_UK","Ardenna gravis","UK"
"Bermuda","8402","Bermuda","8636","BMU","60","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",32.36898,-64.80692,"464453","171",3.30752896546562e-10,0.0031530056037072,"Ardenna gravis_UK","Ardenna gravis","UK"
"British Virgin Islands","8411","British Virgin Islands","8653","VGB","92","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",20.38607,-64.505,"81722","16",2.64565558696916e-10,0.00252205407066442,"Ardenna gravis_UK","Ardenna gravis","UK"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",2.08904719367413e-10,0.00199144968247802,"Ardenna gravis_UK","Ardenna gravis","UK"
"Canary Islands","8364","Canary Islands","3743",NA,NA,"Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",28.36674,-17.58171,"453419","217",1.83461764048517e-10,0.00174890674020009,"Ardenna gravis_UK","Ardenna gravis","UK"
"Antigua and Barbuda","8414","Antigua and Barbuda","8645","ATG","28","Antigua and Barbuda","8645","ATG","28",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",18.72715,-60.57538,"112004","172",1.55638850765638e-10,0.00148367610304366,"Ardenna gravis_UK","Ardenna gravis","UK"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51342397029621e-10,0.00144271881182361,"Ardenna gravis_UK","Ardenna gravis","UK"
"Collectivity of Saint Martin","8495","Collectivity of Saint Martin","8688","MAF","663","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",18.03685,-63.19595,"1155","176",1.20613664889024e-10,0.00114978754607889,"Ardenna gravis_UK","Ardenna gravis","UK"
"Saba","26518","Saba","19095","BES","535","Netherlands","15","NLD","528",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",17.37777,-63.6013,"9502","31",8.9712275802567e-11,0.000855210373908244,"Ardenna gravis_UK","Ardenna gravis","UK"
"Sint-Maarten","21803","Sint-Maarten","21802","SXM","534","Netherlands","15","NLD","528",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",17.94583,-63.11828,"505","88",8.84057688166351e-11,0.000842755686765857,"Ardenna gravis_UK","Ardenna gravis","UK"
"Saint-Barthélemy","48952","Saint-Barthélemy","19099","BLM","652","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",17.93255,-62.62858,"4203","126",8.84057688166351e-11,0.000842755686765857,"Ardenna gravis_UK","Ardenna gravis","UK"
"Trinidade","8381","Trindade","8622",NA,NA,"Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.50277,-29.09644,"472493","117",6.9242791302433e-11,0.000660078600285713,"Ardenna gravis_UK","Ardenna gravis","UK"
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","33185","Guyana","2124","GUY","328","Guyana","2124","GUY","328","Trinidad and Tobago","2186","TTO","780","Trinidad and Tobago","2186","TTO","780","Venezuela","2201","VEN","862","Venezuela","2201","VEN","862","Overlapping claim",10.56539,-57.88712,"3612","65",6.01410301767635e-11,0.000573313210980043,"Ardenna gravis_UK","Ardenna gravis","UK"
"Joint regime area Guyana / Barbados","48969","Barbados","8649","BRB","52","Barbados","8649","BRB","52","Guyana","2124","GUY","328","Guyana","2124","GUY","328",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",10.68079,-57.13214,"67","308",5.63634451611339e-11,0.000537302198386889,"Ardenna gravis_UK","Ardenna gravis","UK"
"Guadeloupe","33177","Guadeloupe","8654","GLP","312","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.78811,-59.88047,"92355","110",5.48033401893371e-11,0.00052243000899775,"Ardenna gravis_UK","Ardenna gravis","UK"
"Sint-Eustatius","26526","Sint-Eustatius","26525","BES","535","Netherlands","15","NLD","528",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",17.34052,-63.12824,"2199","190",5.17806977851087e-11,0.000493615723354167,"Ardenna gravis_UK","Ardenna gravis","UK"
"Namibia","8395","Namibia","2218","NAM","516","Namibia","2218","NAM","516",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-22.75567,15.2067,"1386405","221",5.03120227864882e-11,0.000479615118827266,"Ardenna gravis_UK","Ardenna gravis","UK"
"Puerto Rico","33179","Puerto Rico","8641","PRI","630","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",17.82148,-66.76937,"163631","75",4.51965846225785e-11,0.000430850601979099,"Ardenna gravis_UK","Ardenna gravis","UK"
"United States Virgin Islands","33180","United States Virgin Islands","8642","VIR","850","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",17.26167,-64.9232,"38636","184",4.07270467350784e-11,0.000388243331861706,"Ardenna gravis_UK","Ardenna gravis","UK"
"Saint Kitts and Nevis","8413","Saint Kitts and Nevis","8644","KNA","659","Saint Kitts and Nevis","8644","KNA","659",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.99792,-62.90018,"9769","54",4.03333338949707e-11,0.000384490140872081,"Ardenna gravis_UK","Ardenna gravis","UK"
"Trinidad and Tobago","8420","Trinidad and Tobago","2186","TTO","780","Trinidad and Tobago","2186","TTO","780",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.92738,-60.06508,"81719","138",3.78522629287353e-11,0.000360838554623208,"Ardenna gravis_UK","Ardenna gravis","UK"
"Dominica","8417","Dominica","8648","DMA","212","Dominica","8648","DMA","212",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",15.49577,-60.73732,"29307","182",3.60805020120184e-11,0.000343948688632114,"Ardenna gravis_UK","Ardenna gravis","UK"
"Martinique","33178","Martinique","8655","MTQ","474","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",14.96773,-60.21926,"48905","141",3.26734761931421e-11,0.000311470147669797,"Ardenna gravis_UK","Ardenna gravis","UK"
"Barbados","8418","Barbados","8649","BRB","52","Barbados","8649","BRB","52",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",13.32253,-57.99722,"185441","222",3.22374340763765e-11,0.000307313439589629,"Ardenna gravis_UK","Ardenna gravis","UK"
"Suriname","8461","Suriname","2182","SUR","740","Suriname","2182","SUR","740",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.795,-55.36375,"278225","63",2.95003056813466e-11,0.000281220905683791,"Ardenna gravis_UK","Ardenna gravis","UK"
"French Guiana","8462","French Guiana","8683","GUF","254","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.62053,-52.32728,"214812","39",2.83457783612460e-11,0.000270215012317721,"Ardenna gravis_UK","Ardenna gravis","UK"
"Guyana","8460","Guyana","2124","GUY","328","Guyana","2124","GUY","328",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",6.29024,-58.45108,"345520","19",2.65611125758666e-11,0.000253202126623299,"Ardenna gravis_UK","Ardenna gravis","UK"
"Western Sahara","8368","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",23.98576,-15.46474,"553988","119",2.17994287744617e-11,0.000207809884058923,"Ardenna gravis_UK","Ardenna gravis","UK"
"United States","8456","United States","2204","USA","840","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.45695,-98.38831,"10392557","113",2.09470361769264e-11,0.000199684184587659,"Ardenna gravis_UK","Ardenna gravis","UK"
"Montserrat","8415","Montserrat","8646","MSR","500","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.41743,-62.47978,"7289","213",1.93300046108513e-11,0.000184269324604752,"Ardenna gravis_UK","Ardenna gravis","UK"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",1.87517945358257e-11,0.000178757355924474,"Ardenna gravis_UK","Ardenna gravis","UK"
"Saint Lucia","8416","Saint Lucia","8647","LCA","662","Saint Lucia","8647","LCA","662",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",13.87849,-61.09834,"16027","156",1.42529755359222e-11,0.000135870954429988,"Ardenna gravis_UK","Ardenna gravis","UK"
